id	sample	pdf	stem	hancomVersion	variant	sourceFormat	oracleRoot	family
samples/re-font-dotumche-hancom.hwp::pdf/re-font-dotumche-hancom-2022.pdf	samples/re-font-dotumche-hancom.hwp	pdf/re-font-dotumche-hancom-2022.pdf	re-font-dotumche-hancom	2022	2022	hwp	pdf	other
samples/re-font-gulim-empty-hancom.hwp::pdf/re-font-gulim-empty-hancom-2022.pdf	samples/re-font-gulim-empty-hancom.hwp	pdf/re-font-gulim-empty-hancom-2022.pdf	re-font-gulim-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-font-gulim-hancom.hwp::pdf/re-font-gulim-hancom-2022.pdf	samples/re-font-gulim-hancom.hwp	pdf/re-font-gulim-hancom-2022.pdf	re-font-gulim-hancom	2022	2022	hwp	pdf	other
samples/re-font-gulimche-empty-hancom.hwp::pdf/re-font-gulimche-empty-hancom-2022.pdf	samples/re-font-gulimche-empty-hancom.hwp	pdf/re-font-gulimche-empty-hancom-2022.pdf	re-font-gulimche-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-font-gulimche-hancom.hwp::pdf/re-font-gulimche-hancom-2022.pdf	samples/re-font-gulimche-hancom.hwp	pdf/re-font-gulimche-hancom-2022.pdf	re-font-gulimche-hancom	2022	2022	hwp	pdf	other
samples/re-font-malgun-empty-hancom.hwp::pdf/re-font-malgun-empty-hancom-2022.pdf	samples/re-font-malgun-empty-hancom.hwp	pdf/re-font-malgun-empty-hancom-2022.pdf	re-font-malgun-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-font-malgun-hancom.hwp::pdf/re-font-malgun-hancom-2022.pdf	samples/re-font-malgun-hancom.hwp	pdf/re-font-malgun-hancom-2022.pdf	re-font-malgun-hancom	2022	2022	hwp	pdf	other
samples/re-mixed-0tr-empty-hancom.hwp::pdf/re-mixed-0tr-empty-hancom-2022.pdf	samples/re-mixed-0tr-empty-hancom.hwp	pdf/re-mixed-0tr-empty-hancom-2022.pdf	re-mixed-0tr-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-mixed-1tr-empty-hancom.hwp::pdf/re-mixed-1tr-empty-hancom-2022.pdf	samples/re-mixed-1tr-empty-hancom.hwp	pdf/re-mixed-1tr-empty-hancom-2022.pdf	re-mixed-1tr-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-mixed-2tr-empty-hancom.hwp::pdf/re-mixed-2tr-empty-hancom-2022.pdf	samples/re-mixed-2tr-empty-hancom.hwp	pdf/re-mixed-2tr-empty-hancom-2022.pdf	re-mixed-2tr-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-mixed-malgun-timesnew-hancom.hwp::pdf/re-mixed-malgun-timesnew-hancom-2022.pdf	samples/re-mixed-malgun-timesnew-hancom.hwp	pdf/re-mixed-malgun-timesnew-hancom-2022.pdf	re-mixed-malgun-timesnew-hancom	2022	2022	hwp	pdf	other
samples/re-multisize-10-10-empty-hancom.hwp::pdf/re-multisize-10-10-empty-hancom-2022.pdf	samples/re-multisize-10-10-empty-hancom.hwp	pdf/re-multisize-10-10-empty-hancom-2022.pdf	re-multisize-10-10-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-multisize-10-20-empty-hancom.hwp::pdf/re-multisize-10-20-empty-hancom-2022.pdf	samples/re-multisize-10-20-empty-hancom.hwp	pdf/re-multisize-10-20-empty-hancom-2022.pdf	re-multisize-10-20-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-multisize-8-14-empty-hancom.hwp::pdf/re-multisize-8-14-empty-hancom-2022.pdf	samples/re-multisize-8-14-empty-hancom.hwp	pdf/re-multisize-8-14-empty-hancom-2022.pdf	re-multisize-8-14-empty-hancom	2022	2022	hwp	pdf	blank
samples/rowbreak-problem-pages.hwp::pdf/rowbreak-problem-pages-2024.pdf	samples/rowbreak-problem-pages.hwp	pdf/rowbreak-problem-pages-2024.pdf	rowbreak-problem-pages	2024	2024	hwp	pdf	other
samples/rowbreak-problem-pages.hwpx::pdf/rowbreak-problem-pages-2024.pdf	samples/rowbreak-problem-pages.hwpx	pdf/rowbreak-problem-pages-2024.pdf	rowbreak-problem-pages	2024	2024	hwpx	pdf	other
samples/shape-group-02.hwp::pdf/shape-group-02-2022.pdf	samples/shape-group-02.hwp	pdf/shape-group-02-2022.pdf	shape-group-02	2022	2022	hwp	pdf	shape
samples/shift-return.hwp::pdf/shift-return-2022.pdf	samples/shift-return.hwp	pdf/shift-return-2022.pdf	shift-return	2022	2022	hwp	pdf	other
samples/SO-SUEOP.hwp::pdf/SO-SUEOP-2024.pdf	samples/SO-SUEOP.hwp	pdf/SO-SUEOP-2024.pdf	SO-SUEOP	2024	2024	hwp	pdf	other
samples/SO-SUEOP.hwpx::pdf/SO-SUEOP-2024.pdf	samples/SO-SUEOP.hwpx	pdf/SO-SUEOP-2024.pdf	SO-SUEOP	2024	2024	hwpx	pdf	other
samples/synam-001.hwp::pdf/synam-001-2022.pdf	samples/synam-001.hwp	pdf/synam-001-2022.pdf	synam-001	2022	2022	hwp	pdf	other
samples/ta-pic-001-r-쪽영역안제한.hwp::pdf/ta-pic-001-r-쪽영역안제한-2024.pdf	samples/ta-pic-001-r-쪽영역안제한.hwp	pdf/ta-pic-001-r-쪽영역안제한-2024.pdf	ta-pic-001-r-쪽영역안제한	2024	2024	hwp	pdf	other
samples/ta-pic-001-r-쪽영역안제한.hwpx::pdf/ta-pic-001-r-쪽영역안제한-2024.pdf	samples/ta-pic-001-r-쪽영역안제한.hwpx	pdf/ta-pic-001-r-쪽영역안제한-2024.pdf	ta-pic-001-r-쪽영역안제한	2024	2024	hwpx	pdf	other
samples/ta-pic-001-r-쪽영역안제한no.hwp::pdf/ta-pic-001-r-쪽영역안제한no-2024.pdf	samples/ta-pic-001-r-쪽영역안제한no.hwp	pdf/ta-pic-001-r-쪽영역안제한no-2024.pdf	ta-pic-001-r-쪽영역안제한no	2024	2024	hwp	pdf	other
samples/ta-pic-001-r-쪽영역안제한no.hwpx::pdf/ta-pic-001-r-쪽영역안제한no-2024.pdf	samples/ta-pic-001-r-쪽영역안제한no.hwpx	pdf/ta-pic-001-r-쪽영역안제한no-2024.pdf	ta-pic-001-r-쪽영역안제한no	2024	2024	hwpx	pdf	other
samples/table-001.hwp::pdf/table-001-2022.pdf	samples/table-001.hwp	pdf/table-001-2022.pdf	table-001	2022	2022	hwp	pdf	table
samples/table-004.hwp::pdf/table-004-2022.pdf	samples/table-004.hwp	pdf/table-004-2022.pdf	table-004	2022	2022	hwp	pdf	table
samples/table-complex.hwp::pdf/table-complex-2022.pdf	samples/table-complex.hwp	pdf/table-complex-2022.pdf	table-complex	2022	2022	hwp	pdf	table
samples/table-in-tbox.hwp::pdf/table-in-tbox-2022.pdf	samples/table-in-tbox.hwp	pdf/table-in-tbox-2022.pdf	table-in-tbox	2022	2022	hwp	pdf	table
samples/table-ipc.hwp::pdf/table-ipc-2022.pdf	samples/table-ipc.hwp	pdf/table-ipc-2022.pdf	table-ipc	2022	2022	hwp	pdf	table
samples/table-vpos-01.hwp::pdf/table-vpos-01-2022.pdf	samples/table-vpos-01.hwp	pdf/table-vpos-01-2022.pdf	table-vpos-01	2022	2022	hwp	pdf	table
samples/table-vpos-01.hwpx::pdf/table-vpos-01-2022.pdf	samples/table-vpos-01.hwpx	pdf/table-vpos-01-2022.pdf	table-vpos-01	2022	2022	hwpx	pdf	table
samples/table_giant_cell_overfill.hwpx::pdf/table_giant_cell_overfill-2024.pdf	samples/table_giant_cell_overfill.hwpx	pdf/table_giant_cell_overfill-2024.pdf	table_giant_cell_overfill	2024	2024	hwpx	pdf	table
samples/table_scattered_header_rowbreak.hwp::pdf/table_scattered_header_rowbreak-2024.pdf	samples/table_scattered_header_rowbreak.hwp	pdf/table_scattered_header_rowbreak-2024.pdf	table_scattered_header_rowbreak	2024	2024	hwp	pdf	table
samples/table_text_anchor_wrap.hwpx::pdf/table_text_anchor_wrap-2024.pdf	samples/table_text_anchor_wrap.hwpx	pdf/table_text_anchor_wrap-2024.pdf	table_text_anchor_wrap	2024	2024	hwpx	pdf	table
samples/tac-case-001.hwp::pdf/tac-case-001-2022.pdf	samples/tac-case-001.hwp	pdf/tac-case-001-2022.pdf	tac-case-001	2022	2022	hwp	pdf	other
samples/tac-case-002.hwp::pdf/tac-case-002-2022.pdf	samples/tac-case-002.hwp	pdf/tac-case-002-2022.pdf	tac-case-002	2022	2022	hwp	pdf	other
samples/tac-case-003.hwp::pdf/tac-case-003-2022.pdf	samples/tac-case-003.hwp	pdf/tac-case-003-2022.pdf	tac-case-003	2022	2022	hwp	pdf	other
samples/tac-case-004.hwp::pdf/tac-case-004-2022.pdf	samples/tac-case-004.hwp	pdf/tac-case-004-2022.pdf	tac-case-004	2022	2022	hwp	pdf	other
samples/tac-case-005.hwp::pdf/tac-case-005-2022.pdf	samples/tac-case-005.hwp	pdf/tac-case-005-2022.pdf	tac-case-005	2022	2022	hwp	pdf	other
samples/tac-img-02.hwp::pdf/tac-img-02-2022.pdf	samples/tac-img-02.hwp	pdf/tac-img-02-2022.pdf	tac-img-02	2022	2022	hwp	pdf	other
samples/tac-img-02.hwpx::pdf/tac-img-02-2022.pdf	samples/tac-img-02.hwpx	pdf/tac-img-02-2022.pdf	tac-img-02	2022	2022	hwpx	pdf	other
samples/task-001.hwp::pdf/task-001-2022.pdf	samples/task-001.hwp	pdf/task-001-2022.pdf	task-001	2022	2022	hwp	pdf	other
samples/task2070/1130000-201900011_D0150004-1-002_2017년기준 시장구조조사.hwp::pdf/task2070/1130000-201900011_D0150004-1-002_2017년기준 시장구조조사-2022.pdf	samples/task2070/1130000-201900011_D0150004-1-002_2017년기준 시장구조조사.hwp	pdf/task2070/1130000-201900011_D0150004-1-002_2017년기준 시장구조조사-2022.pdf	1130000-201900011_D0150004-1-002_2017년기준 시장구조조사	2022	2022	hwp	pdf	dir:task2070
samples/task2093/1192000_hydrogen_policy_research.hwp::pdf/task2093/1192000_hydrogen_policy_research-2022.pdf	samples/task2093/1192000_hydrogen_policy_research.hwp	pdf/task2093/1192000_hydrogen_policy_research-2022.pdf	1192000_hydrogen_policy_research	2022	2022	hwp	pdf	dir:task2093
samples/task2093/saved_single_line_spacing_after.hwpx::pdf/task2093/saved_single_line_spacing_after-2022.pdf	samples/task2093/saved_single_line_spacing_after.hwpx	pdf/task2093/saved_single_line_spacing_after-2022.pdf	saved_single_line_spacing_after	2022	2022	hwpx	pdf	dir:task2093
samples/task2093/saved_single_line_spacing_after.hwpx::pdf/task2093/saved_single_line_spacing_after-2020.pdf	samples/task2093/saved_single_line_spacing_after.hwpx	pdf/task2093/saved_single_line_spacing_after-2020.pdf	saved_single_line_spacing_after	2020	2020	hwpx	pdf	dir:task2093
samples/task2097/1730000_selection_report.hwp::pdf/task2097/1730000_selection_report-2022.pdf	samples/task2097/1730000_selection_report.hwp	pdf/task2097/1730000_selection_report-2022.pdf	1730000_selection_report	2022	2022	hwp	pdf	dir:task2097
samples/task2097/1741000_project_application.hwp::pdf/task2097/1741000_project_application-2020.pdf	samples/task2097/1741000_project_application.hwp	pdf/task2097/1741000_project_application-2020.pdf	1741000_project_application	2020	2020	hwp	pdf	dir:task2097
samples/task2097/21298295_byeolpyo5_disaster.hwp::pdf/task2097/21298295_byeolpyo5_disaster-2020.pdf	samples/task2097/21298295_byeolpyo5_disaster.hwp	pdf/task2097/21298295_byeolpyo5_disaster-2020.pdf	21298295_byeolpyo5_disaster	2020	2020	hwp	pdf	schedule
samples/task2097/3080901_pii_ledger.hwp::pdf/task2097/3080901_pii_ledger-2022.pdf	samples/task2097/3080901_pii_ledger.hwp	pdf/task2097/3080901_pii_ledger-2022.pdf	3080901_pii_ledger	2022	2022	hwp	pdf	dir:task2097
samples/task2097/75544_pii_bunseok.hwpx::pdf/task2097/75544_pii_bunseok-2020.pdf	samples/task2097/75544_pii_bunseok.hwpx	pdf/task2097/75544_pii_bunseok-2020.pdf	75544_pii_bunseok	2020	2020	hwpx	pdf	dir:task2097
samples/task2097/none_table_declared_fits.hwpx::pdf/task2097/none_table_declared_fits-2022.pdf	samples/task2097/none_table_declared_fits.hwpx	pdf/task2097/none_table_declared_fits-2022.pdf	none_table_declared_fits	2022	2022	hwpx	pdf	table
samples/task2097/none_table_declared_fits.hwpx::pdf/task2097/none_table_declared_fits-2020.pdf	samples/task2097/none_table_declared_fits.hwpx	pdf/task2097/none_table_declared_fits-2020.pdf	none_table_declared_fits	2020	2020	hwpx	pdf	table
samples/task2098/page_bottom_fixed_anchor_margin_split.hwpx::pdf/task2098/page_bottom_fixed_anchor_margin_split-2020.pdf	samples/task2098/page_bottom_fixed_anchor_margin_split.hwpx	pdf/task2098/page_bottom_fixed_anchor_margin_split-2020.pdf	page_bottom_fixed_anchor_margin_split	2020	2020	hwpx	pdf	dir:task2098
samples/task2098/page_bottom_fixed_anchor_vpos0.hwpx::pdf/task2098/page_bottom_fixed_anchor_vpos0-2020.pdf	samples/task2098/page_bottom_fixed_anchor_vpos0.hwpx	pdf/task2098/page_bottom_fixed_anchor_vpos0-2020.pdf	page_bottom_fixed_anchor_vpos0	2020	2020	hwpx	pdf	dir:task2098
samples/task2136/neartop_reset_sb2500.hwpx::pdf/task2136/neartop_reset_sb2500-2020.pdf	samples/task2136/neartop_reset_sb2500.hwpx	pdf/task2136/neartop_reset_sb2500-2020.pdf	neartop_reset_sb2500	2020	2020	hwpx	pdf	dir:task2136
samples/task2137/156618554_petfood_press.hwp::pdf/task2137/156618554_petfood_press-2020.pdf	samples/task2137/156618554_petfood_press.hwp	pdf/task2137/156618554_petfood_press-2020.pdf	156618554_petfood_press	2020	2020	hwp	pdf	dir:task2137
samples/task2146/21761835_jeonjik_exemption_table.hwp::pdf/task2146/21761835_jeonjik_exemption_table-2020.pdf	samples/task2146/21761835_jeonjik_exemption_table.hwp	pdf/task2146/21761835_jeonjik_exemption_table-2020.pdf	21761835_jeonjik_exemption_table	2020	2020	hwp	pdf	table
samples/task2243/156631374_taxi_press.hwpx::pdf/task2243/156631374_taxi_press-2020.pdf	samples/task2243/156631374_taxi_press.hwpx	pdf/task2243/156631374_taxi_press-2020.pdf	156631374_taxi_press	2020	2020	hwpx	pdf	dir:task2243
samples/task2243/36382819_gyeoljae_pm_traffic.hwpx::pdf/task2243/36382819_gyeoljae_pm_traffic-2020.pdf	samples/task2243/36382819_gyeoljae_pm_traffic.hwpx	pdf/task2243/36382819_gyeoljae_pm_traffic-2020.pdf	36382819_gyeoljae_pm_traffic	2020	2020	hwpx	pdf	dir:task2243
samples/task2243/36386907_gyeoljae_sewoon.hwpx::pdf/task2243/36386907_gyeoljae_sewoon-2020.pdf	samples/task2243/36386907_gyeoljae_sewoon.hwpx	pdf/task2243/36386907_gyeoljae_sewoon-2020.pdf	36386907_gyeoljae_sewoon	2020	2020	hwpx	pdf	dir:task2243
samples/task2243/36395325_gyeoljae_consulting.hwpx::pdf/task2243/36395325_gyeoljae_consulting-2020.pdf	samples/task2243/36395325_gyeoljae_consulting.hwpx	pdf/task2243/36395325_gyeoljae_consulting-2020.pdf	36395325_gyeoljae_consulting	2020	2020	hwpx	pdf	dir:task2243
samples/task2287/1342000_edu_curriculum_map.hwp::pdf/task2287/1342000_edu_curriculum_map-2022.pdf	samples/task2287/1342000_edu_curriculum_map.hwp	pdf/task2287/1342000_edu_curriculum_map-2022.pdf	1342000_edu_curriculum_map	2022	2022	hwp	pdf	dir:task2287
samples/task2287/1342000_edu_curriculum_map.hwp::pdf/task2287/1342000_edu_curriculum_map-2020-p025-p035.pdf	samples/task2287/1342000_edu_curriculum_map.hwp	pdf/task2287/1342000_edu_curriculum_map-2020-p025-p035.pdf	1342000_edu_curriculum_map	2020	2020-p025-p035	hwp	pdf	dir:task2287
samples/task3236/issue3236_split_table.hwpx::pdf/task3236/issue3236_split_table-2020.pdf	samples/task3236/issue3236_split_table.hwpx	pdf/task3236/issue3236_split_table-2020.pdf	issue3236_split_table	2020	2020	hwpx	pdf	table
samples/text-align-2.hwp::pdf/text-align-2-2022.pdf	samples/text-align-2.hwp	pdf/text-align-2-2022.pdf	text-align-2	2022	2022	hwp	pdf	other
samples/text-align.hwp::pdf/text-align-2022.pdf	samples/text-align.hwp	pdf/text-align-2022.pdf	text-align	2022	2022	hwp	pdf	other
samples/누름틀-2024.hwp::pdf/누름틀-2024.pdf	samples/누름틀-2024.hwp	pdf/누름틀-2024.pdf	누름틀-2024	2024	exact	hwp	pdf	other
samples/누름틀-2024.hwpx::pdf/누름틀-2024.pdf	samples/누름틀-2024.hwpx	pdf/누름틀-2024.pdf	누름틀-2024	2024	exact	hwpx	pdf	other
samples/대각선샘플.hwp::pdf/대각선샘플-2024.pdf	samples/대각선샘플.hwp	pdf/대각선샘플-2024.pdf	대각선샘플	2024	2024	hwp	pdf	other
samples/대각선샘플.hwpx::pdf/대각선샘플-2024.pdf	samples/대각선샘플.hwpx	pdf/대각선샘플-2024.pdf	대각선샘플	2024	2024	hwpx	pdf	other
samples/복학원서.hwp::pdf/복학원서-2022.pdf	samples/복학원서.hwp	pdf/복학원서-2022.pdf	복학원서	2022	2022	hwp	pdf	other
samples/복학원서.hwpx::pdf/복학원서-2022.pdf	samples/복학원서.hwpx	pdf/복학원서-2022.pdf	복학원서	2022	2022	hwpx	pdf	other
samples/셀보호2.hwp::pdf/셀보호2-2024.pdf	samples/셀보호2.hwp	pdf/셀보호2-2024.pdf	셀보호2	2024	2024	hwp	pdf	other
samples/셀보호2.hwpx::pdf/셀보호2-2024.pdf	samples/셀보호2.hwpx	pdf/셀보호2-2024.pdf	셀보호2	2024	2024	hwpx	pdf	other
samples/추진일정.hwp::pdf/추진일정-2024.pdf	samples/추진일정.hwp	pdf/추진일정-2024.pdf	추진일정	2024	2024	hwp	pdf	other
samples/추진일정.hwpx::pdf/추진일정-2024.pdf	samples/추진일정.hwpx	pdf/추진일정-2024.pdf	추진일정	2024	2024	hwpx	pdf	other
samples/통합재정통계(2010.11월).hwp::pdf/통합재정통계(2010.11월)-2022.pdf	samples/통합재정통계(2010.11월).hwp	pdf/통합재정통계(2010.11월)-2022.pdf	통합재정통계(2010.11월)	2022	2022	hwp	pdf	education
samples/통합재정통계(2011.10월).hwp::pdf/통합재정통계(2011.10월)-2022.pdf	samples/통합재정통계(2011.10월).hwp	pdf/통합재정통계(2011.10월)-2022.pdf	통합재정통계(2011.10월)	2022	2022	hwp	pdf	education
samples/통합재정통계(2014.8월).hwp::pdf/통합재정통계(2014.8월)-2022.pdf	samples/통합재정통계(2014.8월).hwp	pdf/통합재정통계(2014.8월)-2022.pdf	통합재정통계(2014.8월)	2022	2022	hwp	pdf	education
samples/표-텍스트.hwpx::pdf/표-텍스트-2022.pdf	samples/표-텍스트.hwpx	pdf/표-텍스트-2022.pdf	표-텍스트	2022	2022	hwpx	pdf	table
samples/한셀OLE.hwp::pdf/한셀OLE-2022.pdf	samples/한셀OLE.hwp	pdf/한셀OLE-2022.pdf	한셀OLE	2022	2022	hwp	pdf	other
samples/한셀OLE.hwpx::pdf/한셀OLE-2022.pdf	samples/한셀OLE.hwpx	pdf/한셀OLE-2022.pdf	한셀OLE	2022	2022	hwpx	pdf	other
