font	search_name	document_count	status	download_available	webfont_usable	webfont_usable_reason	delivery	package	version	license	download_url	note
ＭＳ 明朝	ｍｓ 明朝	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
MS Gothic	ms gothic	10	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	jsDelivr 웹 검색	@fontsource/zen-maru-gothic	5.3.0	OFL-1.1	https://cdn.jsdelivr.net/npm/@fontsource/zen-maru-gothic@5.3.0/files/zen-maru-gothic-10-300-normal.woff	jsDelivr 웹 검색 후 실제 CDN 글꼴 파일 응답 확인
MS Hei	ms hei	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
MS Mincho	ms mincho	27	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	jsDelivr 웹 검색	@fontsource/shippori-mincho	5.3.0	OFL-1.1	https://cdn.jsdelivr.net/npm/@fontsource/shippori-mincho@5.3.0/files/shippori-mincho-0-400-normal.woff	jsDelivr 웹 검색 후 실제 CDN 글꼴 파일 응답 확인
MS Outlook	ms outlook	9	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		pst-extractor, @hiraokahypertools/pst-extractor, cordova-plugin-ms-outlook				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
MS PGothic	ms pgothic	6	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:b73897a75e8d28c20f9ab68f075c458f	b73897a75e8d28c20f9ab68f075c458f	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/b73897a75e8d28c20f9ab68f075c458f.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/b73897a75e8d28c20f9ab68f075c458f); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
MS PMincho	ms pmincho	7	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
MS Reference Sans Serif	ms reference sans serif	3	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:c8f34a4d8d6a866f095261f987a237a8	c8f34a4d8d6a866f095261f987a237a8	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/c8f34a4d8d6a866f095261f987a237a8.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/c8f34a4d8d6a866f095261f987a237a8); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
MS Reference Specialty	ms reference specialty	3	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:da7d0632677782c7c4dd8b201ce85a8f	da7d0632677782c7c4dd8b201ce85a8f	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/da7d0632677782c7c4dd8b201ce85a8f.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/da7d0632677782c7c4dd8b201ce85a8f); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
MS Sans Serif	ms sans serif	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@react95/fonts, @fontsource/open-sans, @fontsource/ibm-plex-sans				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
MS Song	ms song	2	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	jsDelivr 웹 검색	@fontsource/song-myung	5.3.0	OFL-1.1	https://cdn.jsdelivr.net/npm/@fontsource/song-myung@5.3.0/files/song-myung-10-400-normal.woff	jsDelivr 웹 검색 후 실제 CDN 글꼴 파일 응답 확인
MS UI Gothic	ms ui gothic	6	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	jsDelivr 웹 검색	@fontsource/zen-maru-gothic	5.3.0	OFL-1.1	https://cdn.jsdelivr.net/npm/@fontsource/zen-maru-gothic@5.3.0/files/zen-maru-gothic-10-300-normal.woff	jsDelivr 웹 검색 후 실제 CDN 글꼴 파일 응답 확인
MS-Gothic	ms gothic	1	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:f4221c695de0fe4bd63bf82813b53175	f4221c695de0fe4bd63bf82813b53175	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/f4221c695de0fe4bd63bf82813b53175.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/f4221c695de0fe4bd63bf82813b53175); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
MT Extra	mt extra	3	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	jsDelivr 웹 검색	@fontsource/fira-sans-extra-condensed	5.3.0	OFL-1.1	https://cdn.jsdelivr.net/npm/@fontsource/fira-sans-extra-condensed@5.3.0/files/fira-sans-extra-condensed-cyrillic-100-italic.woff	jsDelivr 웹 검색 후 실제 CDN 글꼴 파일 응답 확인
MurrayHill Bd BT	murrayhill bd bt	10	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:a1c46075a3198167739167533920832e	a1c46075a3198167739167533920832e	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/a1c46075a3198167739167533920832e.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/a1c46075a3198167739167533920832e); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
MV Boli	mv boli	6	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:19a8db654e36276ffccbb72c68b0305a	19a8db654e36276ffccbb72c68b0305a	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/19a8db654e36276ffccbb72c68b0305a.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/19a8db654e36276ffccbb72c68b0305a); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Myeongjo	myeongjo	4	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	jsDelivr 웹 검색	@fontsource/nanum-myeongjo	5.3.0	OFL-1.1	https://cdn.jsdelivr.net/npm/@fontsource/nanum-myeongjo@5.3.0/files/nanum-myeongjo-0-400-normal.woff	jsDelivr 웹 검색 후 실제 CDN 글꼴 파일 응답 확인
Myriad Condensed Web	myriad condensed web	1	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:50545262a6164daad980a395b00d0c55	50545262a6164daad980a395b00d0c55	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/50545262a6164daad980a395b00d0c55.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/50545262a6164daad980a395b00d0c55); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Myriad Web	myriad web	1	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:ef165517fbf966dc1b46f335ed7ea412	ef165517fbf966dc1b46f335ed7ea412	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/ef165517fbf966dc1b46f335ed7ea412.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/ef165517fbf966dc1b46f335ed7ea412); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Nanum Barun Gothic	nanum barun gothic	1	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	jsDelivr 웹 검색	@kfonts/nanum-barun-gothic	0.3.0	OFL-1.1	https://cdn.jsdelivr.net/npm/@kfonts/nanum-barun-gothic@0.3.0/NanumBarunGothic.woff	jsDelivr 웹 검색 후 실제 CDN 글꼴 파일 응답 확인
NanumGothic	nanumgothic	2	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	Fontsource npm	@fontsource/nanum-gothic	5.3.0	OFL-1.1	https://cdn.jsdelivr.net/npm/@fontsource/nanum-gothic@5.3.0/files/nanum-gothic-0-400-normal.woff	패키지 메타데이터와 실제 CDN 글꼴 파일 응답 확인
New Gulim	new gulim	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
News Gothic MT	news gothic mt	1	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:0fb6570a60563eb5563ea22165640c31	0fb6570a60563eb5563ea22165640c31	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/0fb6570a60563eb5563ea22165640c31.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/0fb6570a60563eb5563ea22165640c31); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Newtext Bk BT	newtext bk bt	8	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		new-text, new-text-fields				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Niagara Engraved	niagara engraved	2	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:e5b38fc8a405b9de2da31804f25b66af	e5b38fc8a405b9de2da31804f25b66af	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/e5b38fc8a405b9de2da31804f25b66af.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/e5b38fc8a405b9de2da31804f25b66af); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Niagara Solid	niagara solid	2	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:deea7a74ea0e562b89edca5d89c75436	deea7a74ea0e562b89edca5d89c75436	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/deea7a74ea0e562b89edca5d89c75436.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/deea7a74ea0e562b89edca5d89c75436); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Noto	noto	2	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	jsDelivr 웹 검색	@fontsource/noto-sans-jp	5.3.0	OFL-1.1	https://cdn.jsdelivr.net/npm/@fontsource/noto-sans-jp@5.3.0/files/noto-sans-jp-0-100-normal.woff	jsDelivr 웹 검색 후 실제 CDN 글꼴 파일 응답 확인
Noto Sans CJK JP Regular	noto sans cjk jp	1	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	jsDelivr 웹 검색	noto-sans-cjk-jp	1.0.1	MIT	https://cdn.jsdelivr.net/npm/noto-sans-cjk-jp@1.0.1/fonts/NotoSansCJKjp-Regular.woff	jsDelivr 웹 검색 후 실제 CDN 글꼴 파일 응답 확인
Noto Sans CJK KR Bold	noto sans cjk kr	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@fontsource/noto-sans-jp, @fontsource-variable/noto-sans-jp, @fontsource/noto-sans				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Noto Sans CJK KR DemiLight	noto sans cjk kr demilight	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@fontsource/noto-sans-jp, @fontsource-variable/noto-sans-jp, @fontsource/noto-sans				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Noto Sans CJK KR Medium	noto sans cjk kr	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@fontsource/noto-sans-jp, @fontsource-variable/noto-sans-jp, @fontsource/noto-sans				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Noto Sans KR Medium	noto sans kr	1	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	Fontsource npm	@fontsource/noto-sans-kr	5.3.0	OFL-1.1	https://cdn.jsdelivr.net/npm/@fontsource/noto-sans-kr@5.3.0/files/noto-sans-kr-0-100-normal.woff	패키지 메타데이터와 실제 CDN 글꼴 파일 응답 확인
NotoSansKR-Regular	notosanskr	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
NSimSun	nsimsun	6	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		simsun				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
OCR A Extended	ocr a extended	3	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:fd6fa80f1e3345834599de891cca3f4c	fd6fa80f1e3345834599de891cca3f4c	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/fd6fa80f1e3345834599de891cca3f4c.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/fd6fa80f1e3345834599de891cca3f4c); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
OCR-A BT	ocr a bt	10	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@codecell-germany/gemini-ocr-agent-skill, ocr-auditor-ui, @ema.viv/mistral-ai-ocr-api				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
OCR-A-Seagull	ocr a seagull	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
OCR-B-1	ocr b 1	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
OCR-B-10 BT	ocr b 10 bt	10	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
OCR-B-Seagull	ocr b seagull	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Old English Text MT	old english text mt	2	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:f3258385782c4c96aa24fe8b5d5f9782	f3258385782c4c96aa24fe8b5d5f9782	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/f3258385782c4c96aa24fe8b5d5f9782.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/f3258385782c4c96aa24fe8b5d5f9782); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Onyx	onyx	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		multicoin-address-validator, sit-onyx, react-native-onyx				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Orator10 BT	orator10 bt	10	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:1a373e4d652fde7a42eb3d18468a3820	1a373e4d652fde7a42eb3d18468a3820	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/1a373e4d652fde7a42eb3d18468a3820.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/1a373e4d652fde7a42eb3d18468a3820); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Orbit-B BT	orbit b bt	8	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@seidor-cloud-produtos/orbit-backend-lib, @orbit-build/cli, webpack-orbit-buffer-quark				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Palace Script MT	palace script mt	2	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:0ea9f658ad61e247eca8603d6cceafff	0ea9f658ad61e247eca8603d6cceafff	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/0ea9f658ad61e247eca8603d6cceafff.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/0ea9f658ad61e247eca8603d6cceafff); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Palatino Linotype	palatino linotype	46	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@linotype/nuxt, @linotype/directus-extension-linotype, linotype-ads-sdk				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Papyrus	papyrus	2	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:107eaa009712278feeb98175016a8a81	107eaa009712278feeb98175016a8a81	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/107eaa009712278feeb98175016a8a81.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/107eaa009712278feeb98175016a8a81); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Parchment	parchment	2	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:a844729f70281579017e703a84941e16	a844729f70281579017e703a84941e16	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/a844729f70281579017e703a84941e16.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/a844729f70281579017e703a84941e16); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
ParkAvenue BT	parkavenue bt	8	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:af0086fe524ded40bc732eb91ad03ccf	af0086fe524ded40bc732eb91ad03ccf	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/af0086fe524ded40bc732eb91ad03ccf.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/af0086fe524ded40bc732eb91ad03ccf); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Perpetua	perpetua	2	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:afb95001b7a95a9cd3d5a8486fe0e1e1	afb95001b7a95a9cd3d5a8486fe0e1e1	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/afb95001b7a95a9cd3d5a8486fe0e1e1.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/afb95001b7a95a9cd3d5a8486fe0e1e1); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Perpetua Titling MT	perpetua titling mt	2	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:60a72abfabeb852579f6de5afc2be918	60a72abfabeb852579f6de5afc2be918	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/60a72abfabeb852579f6de5afc2be918.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/60a72abfabeb852579f6de5afc2be918); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Playbill	playbill	2	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:13df2824b3f7c3ee824795faff222e15	13df2824b3f7c3ee824795faff222e15	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/13df2824b3f7c3ee824795faff222e15.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/13df2824b3f7c3ee824795faff222e15); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
PMingLiU	pmingliu	10	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:b8c332e7b686ba28daebf6524c66aeec	b8c332e7b686ba28daebf6524c66aeec	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/b8c332e7b686ba28daebf6524c66aeec.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/b8c332e7b686ba28daebf6524c66aeec); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Poor Richard	poor richard	2	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:1333b13c4f911f3160f1c2822573f70c	1333b13c4f911f3160f1c2822573f70c	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/1333b13c4f911f3160f1c2822573f70c.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/1333b13c4f911f3160f1c2822573f70c); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Pretendard	pretendard	1	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	Fontsource npm	@fontsource/pretendard	5.3.0	OFL-1.1	https://cdn.jsdelivr.net/npm/@fontsource/pretendard@5.3.0/files/pretendard-latin-100-normal.woff	패키지 메타데이터와 실제 CDN 글꼴 파일 응답 확인
Pretendard Light	pretendard	1	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	Fontsource npm	@fontsource/pretendard	5.3.0	OFL-1.1	https://cdn.jsdelivr.net/npm/@fontsource/pretendard@5.3.0/files/pretendard-latin-100-normal.woff	패키지 메타데이터와 실제 CDN 글꼴 파일 응답 확인
Pristina	pristina	2	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:1a46a20dd7fd087662b800869352303a	1a46a20dd7fd087662b800869352303a	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/1a46a20dd7fd087662b800869352303a.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/1a46a20dd7fd087662b800869352303a); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Raavi	raavi	6	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:8e06b2bd31ace3dbb6f97378872ca4e9	8e06b2bd31ace3dbb6f97378872ca4e9	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/8e06b2bd31ace3dbb6f97378872ca4e9.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/8e06b2bd31ace3dbb6f97378872ca4e9); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Rage Italic	rage	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		rage-edit, @rage-against-the-pixel/unity-releases-api, @rage-against-the-pixel/unity-cli				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Ravie	ravie	2	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:2aeca327ae0e8ba04bf305f13cb1d589	2aeca327ae0e8ba04bf305f13cb1d589	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/2aeca327ae0e8ba04bf305f13cb1d589.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/2aeca327ae0e8ba04bf305f13cb1d589); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Rix고딕 B	rix고딕	3	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Rix고딕 EB	rix고딕 eb	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Rix고딕 L	rix고딕	4	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Rix고딕 M	rix고딕	5	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Rix모던고딕 L	rix모던고딕	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Rix모던고딕 M	rix모던고딕	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Rix정고딕 B	rix정고딕	3	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Rix헤드 L	rix헤드	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Roboto	roboto	1	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	Fontsource npm	@fontsource/roboto	5.3.0	OFL-1.1	https://cdn.jsdelivr.net/npm/@fontsource/roboto@5.3.0/files/roboto-cyrillic-100-italic.woff	패키지 메타데이터와 실제 CDN 글꼴 파일 응답 확인
Rockwell	rockwell	2	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:4aa3e37e571255737e5e6d4e9d9770a5	4aa3e37e571255737e5e6d4e9d9770a5	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/4aa3e37e571255737e5e6d4e9d9770a5.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/4aa3e37e571255737e5e6d4e9d9770a5); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Rockwell Condensed	rockwell condensed	2	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:d007e5e80d2a1e560bcd791f56860028	d007e5e80d2a1e560bcd791f56860028	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/d007e5e80d2a1e560bcd791f56860028.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/d007e5e80d2a1e560bcd791f56860028); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
